poet,century,book_title,poem_title,poem,path
رودکی,3,رباعیات,رباعی شمارهٔ ۱۳,نامت شنوم، دل ز فرح زنده شود    حال من از اقبال تو فرخنده شود    وز غیر تو هر جا سخن آید به میان    خاطر به هزار غم پراگنده شود,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۱۴,آمد بر من، که؟ یار، کی؟ وقت سحر    ترسنده ز که؟ ز خصم، خصمش که؟ پدر    دادمش دو بوسه، بر کجا؟ بر لب تر    لب بد؟ نه، چه بد؟ عقیق، چون بد؟ چو شکر,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۱۵,هان! تشنه جگر، مجوی زین باغ ثمر    بیدستانیست این ریاض بدو در    بیهوده همان، که باغبانت به قفاست    چون خاک نشسته گیر و چون باد گذر,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۱۶,چون کشته ببینی‌ام، دو لب گشته فراز    از جان تهی این قالب فرسوده به آز    بر بالینم نشین و می‌گوی بناز:    کای من تو بکشته و پشیمان شده باز,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۱۷,در جستن آن نگار پر کینه و جنگ    گشتیم سراپای جهان با دل تنگ    شد دست ز کار و رفت پا از رفتار    این بس که به سر زدم و آن بس که به سنگ,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۱۸,بر عشق توام، نه صبر پیداست، نه دل    بی روی توام، نه عقل بر جاست، نه دل    این غم، که مراست کوه قافست، نه غم    این دل، که تراست، سنگ خاراست، نه دل,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۱۹,واجب نبود به کس بر، افضال و کرم    واجب باشد هر آینه شکر نعم    تقصیر نکرد خواجه در ناواجب    من در واجب چگونه تقصیر کنم؟,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۲۰,یوسف رویی، کزو فغان کرد دلم    چون دست زنان مصریان کرد دلم    ز آغاز به بوسه مهربان کرد دلم    امروز نشانهٔ غمان کرد دلم,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۲۱,در پیش خود آن نامه چو بلکامه نهم    پروین ز سرشک دیده بر جامه نهم    بر پاسخ تو چو دست بر خامه نهم    خواهم که: دل اندر شکن نامه نهم,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۲۲,در منزل غم فگنده مفرش ماییم    وز آب دو چشم دل پر آتش ماییم    عالم چو ستم کند ستمکش ماییم    دست خوش روزگار ناخوش ماییم,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۲۳,در عشق، چو رودکی، شدم سیر از جان    از گریهٔ خونین مژه‌ام شد مرجان    القصه که: از بیم عذاب هجران    در آتش رشکم دگر از دوزخیان,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۲۴,دیدار به دل فروخت، نفروخت گران    بوسه به روان فروشد و هست ارزان    آری، که چو آن ماه بود بازرگان    دیدار به دل فروشد و بوسه به جان,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۲۵,رویت دریای حسن و لعلت مرجان    زلفت عنبر، صدف دهن، در دندان    ابرو کشتی و چین پیشانی موج    گرداب بلا غبغب و چشمت توفان,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۲۶,ای از گل سرخ رنگ بربوده و بو    رنگ از پی رخ ربوده، بو از پی مو    گل رنگ شود، چو روی شویی، همه جو    مشکین گردد، چو مو فشانی، همه کو,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۲۷,ای نالهٔ پیر خانقاه از غم تو    وی گریهٔ طفل بی گناه از غم تو    افغان خروس صبح گاه از غم تو    آه از غم تو! هزار آه ازغم تو!,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۲۸,چرخ کجه باز، تا نهان ساخت کجه    با نیک و بد دایره درباخت کجه    هنگامهٔ شب گذشت و شد قصه تمام    طالع به کفم یکی نینداخت کجه,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۲۹,...    ...    رخسارهٔ او پرده عشاق درید    با آن که نهفته دارد اندر پرده,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۳۰,زلفت دیدم، سر از چمان پیچیده    وندر گل سرخ ارغوان پیچیده    در هر بندی هزار دل در بندش    در هر پیچی هزار جان پیچیده,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۳۱,چون کار دلم ز زلف او ماند گره    بر هر رگ جان صد آرزو ماند گره    امید ز گریه بود، افسوس! افسوس!    کان هم شب وصل در گلو ماند گره,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۳۲,ای طرفهٔ خوبان من، ای شهرهٔ ری    لب را به سپید رگ بکن پاک از می    ...    ...,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۳۳,از کعبه کلیسیا نشینم کردی    آخر در کفر بی‌قرینم کردی    بعد از دو هزار سجده بر درگه دوست    ای عشق، چه بیگانه ز دینم کردی!,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۳۴,گر بر سر نفس خود امیری، مردی    بر کور و کر ار نکته نگیری، مردی    مردی نبود فتاده را پای زدن    گر دست فتاده‌ای بگیری، مردی,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۳۵,آن خر پدرت به دشت خاشاک زدی    مامات دف و دو رویه چالاک زدی    آن بر سر گورها تبارک خواندی    وین بر در خان ها تبوراک زدی,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۳۶,دل سیر نگرددت ز بیدادگری    چشم آب نگرددت، چو در من نگری    این طرفه که: دوست تر ز جانت دارم    با آن که ز صد هزار دشمن بتری,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۳۷,با داده قناعت کن و با داد بزی    در بند تکلف مشو، آزاد بزی    در به ز خودی نظر مکن، غصه مخور    در کم ز خودی نظر کن و شاد بزی,poems/رودکی.csv
رودکی,3,رباعیات,رباعی شمارهٔ ۳۸,نارفته به شاهراه وصلت گامی    نایافته از حسن جمالت کامی    ناگاه شنیدم ز فلک پیغامی:    کز خم فراق نوش بادت جامی!,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۱۵,به سرای سپنج مهمان را    دل نهادن همیشگی نه رواست    زیر خاک اندرونت باید خفت    گر چه اکنونت خواب بر دیباست    با کسان بودنت چه سود کند؟    که به گور اندرون شدن تنهاست    یار تو زیر خاک مور و مگس    چشم بگشا، ببین: کنون پیداست    آن که زلفین و گیسویت پیراست    گر چه دینار یا درمش بهاست    چون ترا دید زردگونه شده    سرد گردد دلش، نه نابیناست,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۱۶,امروز به هر حالی بغداد بخاراست    کجا میر خراسانست، پیروزی آنجاست    ساقی، تو بده باده ومطرب تو بزن رود    تا می خورم امروز، که وقت طرب ماست    می هست ودرم هست و بت لاله رخان هست    غم نیست وگر هست نصیب دل اعداست,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۱۷,این جهان پاک خواب کردار است    آن شناسد که دلش بیدار است    نیکی او به جایگاه بد است    شادی او به جای تیمار است    چه نشینی بدین جهان هموار؟    که همه کار او نه هموار است    کنش او نه خوب و چهرش خوب    زشت کردار و خوب دیدار است,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۱۸,زمانه ، پندی آزادوار داد مرا    زمانه، چون نگری، سربه سر همه پندست    به روز نیک کسان، گفت: تا تو غم نخوری    بسا کسا! که به روز تو آرزومندست    زمانه گفت مرا: خشم خویش دار نگاه    کرا زبان نه به بندست پای دربندست,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۱۹,به خیره برشمرد سیر خورده گرسنه را    چنان که درد کسان بر دگر کسی خوارست    چو پوست روبه ببینی به خان واتگران    بدان که: تهمت او دنبهٔ به سر کارست,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۲۰,مرغ دیدی که بچه زو ببرند؟    چاو چاوان درست چونانست    باز چون بر گرفت پرده ز روی    کروه دندان و پشت چوگانست,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۲۱,آخر هر کس از دو بیرون نیست    یا برآوردنی‌ست، یا زدنی‌ست    نه به آخر همه بفرساید؟    هرکه انجام راست فرسدنی‌ست,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۲۲,چون تیغ به دست آری، مردم نتوان کشت    نزدیک خداوند بدی نیست فرامشت    این تیغ نه از بهر ستمکاران کردند    انگور نه از بهر نبیذ است به چرخشت    عیسی به رهی دید یکی کشته فتاده    حیران شد و بگرفت به دندان سر انگشت    گفتا که: که را کشتی تا کشته شدی زار؟    تا باز که او را بکشد؟ آن که تو را کشت    انگشت مکن رنجه به در کوفتن کس    تا کس نکند رنجه به در کوفتنت مشت,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۲۳,مهر مفگن برین سرای سپنج    کین جهان پاک بازیی نیرنج    نیک او را فسانه واری شو    بد او را کمرت سخت بتنج,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۲۴,پیشم آمد بامداد آن دلبر از راه شکوخ    با دو رخ از شرم لعل و با دو چشم از سحر شوخ    آستین بگرفتمش، گفتم که: مهمان من آی    داد پوشیده جوابم: مورد و انجیر و کلوخ,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۲۵,ای روی تو چو روز دلیل موحدان    وی موی تو چنان چو شب ملحد از لحد    ای من مقدم از همه عشاق، چون تویی    مر حسن را مقدم، چون از کلام قد    مکی به کعبه فخر کند، مصریان به نیل    ترسا به اسقف و علوی بافتخار جد    فخر رهی بدان دو سیه چشمکان توست    کآمد پدید زیر نقاب از بر دو خد,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۲۶,شاد زی با سیاه چشمان، شاد    که جهان نیست جز فسانه و باد    زآمده شادمان بباید بود    وز گذشته نکرد باید یاد    من و آن جعد موی غالیه بوی    من و آن ماهروی حورنژاد    نیک بخت آن کسی که داد و بخورد    شوربخت آن که او نخورد و نداد    باد و ابر است این جهان، افسوس!    باده پیش آر، هر چه باداباد    شاد بوده‌ست از این جهان هرگز    هیچ کس؟ تا از او تو باشی شاد    داد دیده‌ست از او به هیچ سبب    هیچ فرزانه؟ تا تو بینی داد,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۲۷,جهان به کام خداوند باد و دیر زیاد    برو به هیچ حوادث زمانه دست مداد    درست و راست کناد این مثل خدای ورا    اگر ببست یکی در، هزار در بگشاد    خدای عرش جهان را چنین نهاد نهاد    که گاه مردم شادان و گه بود ناشاد    ... این مصرع ساقط شده ...    خدای چشم بد از ملک تو بگرداناد,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۲۸,چهار چیز مر آزاده را زغم بخرد:    تن درست و خوی نیک و نام نیک و خرد    هر آن که ایزدش این چهار روزی کرد    سزد که شاد زید جاودان و غم نخورد,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۲۹,از دوست بهر چیز چرا بایدت آزرد؟    کین عیش چنین باشد گه شادی و گه درد    گر خوار کند مهتر، خواری نکند عیب    چون بازنوازد، شود آن داغ جفا سرد    صد نیک به یک بد نتوان کرد فراموش    گر خار بر اندیشی خرمانتوان خورد    او خشم همی گیرد، تو عذر همی خواه    هر روز به نو یار دگر می‌نتوان کرد,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۳۰ - در مدح نصر بن احمد سامانی,حاتم طایی تویی اندر سخا    رستم دستان تویی اندر نبرد    نی، که حاتم نیست با جود تو راد    نی، که رستم نیست در جنگ تو مرد,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۳۱,چون بچهٔ کبوتر منقار سخت کرد    هموار کرد پرّ و بیوکند مویِ زرد،    کابوک را نخواهد و شاخ آرزو کند    وز شاخ سوی بام شود باز گردگرد,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۳۲ - در رثای ابوالحسن مرادی,مرد مرادی، نه همانا که مرد    مرگ چنان خواجه نه کاری‌ست خرد    جان گرامی به پدر باز داد    کالبد تیره به مادر سپرد    آن ملک با ملکی رفت باز    زنده کنون شد که تو گویی: بمرد    کاه نبد او، که به بادی پرید    آب نبد او، که به سرما فسرد    شانه نبود او، که به مویی شکست    دانه نبود او، که زمینش فشرد    گنج زری بود در این خاکدان    کاو دو جهان را به جوی می‌شمرد    قالب خاکی سوی خاکی فکند    جان و خرد سوی سماوات برد    جان دوم را، که ندانند خلق    مصقله‌ای کرد و به جانان سپرد    صاف بد آمیخته با درد می    بر سر خم رفت و جدا شد ز درد    در سفر افتند به هم، ای عزیز    مروزی و رازی و رومی و کرد    خانهٔ خود باز رود هر یکی    اطلس کی باشد همتای برد؟    خامش کن چون نقط، ایرا ملک    نام تو از دفتر گفتن سترد,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۳۳,زلف ترا جیم که کرد؟ آن که کرد    خال ترا نقطهٔ آن جیم کرد    وآن دهن تنگ تو گویی کسی    دانگکی نار به دو نیم کرد,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۳۴,فرشته را ز حلاوت دهان پر آب شود    چو از حرارت می‌دلبرم لبان لیسد    روان ز دیدهٔ افلاکیان شود جیحون    نصال تیرت اگر قبضهٔ کمان لیسد    به خاک خفتهٔ تیغ تو از حلاوت زخم    زبان برآورد و زخم را دهان لیسد,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۳۵ - جشن مهرگان,ملکا، جشن مهرگان آمد    جشن شاهان و خسروان آمد    خز به جای ملحم و خرگاه    بدل باغ و بوستان آمد    مورد به جای سوسن آمد باز    می به جای ارغوان آمد    تو جوانمرد و دولت تو جوان    می به بخت تو نوجوان آمد,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۳۶,گل دگر ره به گلستان آمد    وارهٔ باغ و بوستان آمد    وار آذر گذشت و شعلهٔ او    شعلهٔ لاله را زمان آمد,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۳۷ - دیر زیاد آن بزرگوار خداوند,دیر زیاد! آن بزرگوار خداوند    جان گرامی به جانش اندر پیوند    دایم بر جان او بلرزم، زیراک    مادر آزادگان کم آرد فرزند    از ملکان کس چنو نبود جوانی    راد و سخندان و شیرمرد و خردمند    کس نشناسد همی که: کوشش او چون؟    خلق نداند همی که بخشش او چند    دست و زبان زر و در پراگند او را    نام به گیتی نه از گزاف پراگند    در دل ما شاخ مهربانی به نشاست    دل نه به بازی ز مهر خواسته برکند    همچو معماست فخر و همت او شرح    همچو ابستاست فضل و سیرت اوزند    گر چه بکوشند شاعران زمانه    مدح کسی را کسی نگوید مانند    سیرت او تخم کشت و نعمت او آب    خاطر مداح او زمین برومند    سیرت او بود وحی نامه به کسری    چون که به آیینش پندنامه بیاگند    سیرت آن شاه پندنامهٔ اصلیست    ز آن که همی روزگار گیرد از او پند    هر که سر از پند شهریار بپیچید    پای طرب را به دام گرم درافکند    کیست به گیتی خمیر مایهٔ ادبار؟    آن که به اقبال او نباشد خرسند    هر که نخواهد همی گشایش کارش    گو: بشو و دست روزگار فروبند    ای ملک، از حال دوستانش همی ناز    ای فلک، از حال دشمنانش همی خند    آخر شعر آن کنم که اول گفتم:    دیر زیاد! آن بزرگوار خداوند,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۳۸,جز آن که مستی عشقست هیچ مستی نیست    همین بلات بسست، ای بهر بلا خرسند    خیال رزم تو گر در دل عدو گردد    ز بیم تیغ تو بندش جدا شود از بند    ز عدل تست به هم باز و صعوه را پرواز    ز حکم تست شب و روز را به هم پیوند    به خوشدلی گذران بعد ازین، که باد اجل    درخت عمر بداندیش را ز پا افگند    همیشه تا که بود از زمانه نام و نشان    مدام تا که بود گردش سپهر بلند    به بزم عیش و طرب باد نیک‌خواه تو شاد    حسود جاه تو بادا ز غصه زار و نژند,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۳۹,نیز ابا نیکوان نمایدت جنگ فند    لشکر فریادنی، خواسته‌نی سودمند    قند جداکن از وی، دور شو از زهر دند    هر چه به آخر بهست جان ترا آن پسند,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۴۰,صرصر هجر تو، ای سرو بلند    ریشهٔ عمر من از بیخ بکند    پس چرا بستهٔ اویم همه عمر؟    اگر آن زلف دوتا نیست کمند    به یکی جان نتوان کرد سؤال:    کز لب لعل تو یک بوس به چند؟    بفگند آتش اندر دل حسن    آن چه هجران تو از سینه فگند,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۴۱,مهتران جهان همه مردند    مرگ را سر همه فرو کردند    زیر خاک اندرون شدند آنان    که همه کوشک‌ها برآوردند    از هزاران هزار نعمت و ناز    نه به آخر به جز کفن بردند؟    بود از نعمت آن چه پوشیدند    و آن چه دادند و آن چه را خوردند,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۴۲,مرا تو راحت جانی، معاینه، نه خبر    کرا معاینه آید خبر چه سود کند؟    سپر به پیش کشیدم خدنگ قهر ترا    چو تیر بر جگر آید سپر چه سود کند؟,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۴۳,تا کی گویی که: اهل گیتی    در هستی و نیستی لئیمند؟    چون تو طمع از جهان بریدی    دانی که همه جهان کریمند,poems/رودکی.csv
رودکی,3,قصاید و قطعات,شمارهٔ ۴۴,اگر چه عذر بسی بود روزگار نبود    چنان که بود به ناچار خویشتن بخشود    خدای را بستودم، که کردگار من است    زبانم از غزل و مدح بندگانش نسود    همه به تنبل و بند است بازگشتن او    شرنگ نوش آمیغ است و روی زراندود    بنفشه‌های طری خیل خیل بر سر کرد    چو آتشی که به گوگرد بردوید کبود    بیار و هان بده آن آفتاب کش بخوری    ز لب فرو شود و از رخان برآید زود,poems/رودکی.csv
