poet,century,book_title,poem_title,poem,path
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۱۴,از زهد اگر مدد دهی ایمان را    مرتاض کنی به ترک دینی جان را    ترک دنیا نه زهد دنیا زیراک    نزدیک خرد زهد نخوانند آن را,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۱۵,تسبیح ملک را و صفا رضوان را    دوزخ بد را بهشت مر نیکان را    دیبا جم را و قیصر و خاقان را    جانان ما را و جان ما جانان را,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۱۶,ای دوست دوا فرست بیماران را    روزی ده جن و انس و هم یاران را    ما تشنه لبان وادی حرمانیم    بر کشت امید ما بده باران را,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۱۷,دی شانه زد آن ماه خم گیسو را    بر چهره نهاد زلف عنبر بو را    پوشید بدین حیله رخ نیکو را    تا هر که نه محرم نشناسد او را,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۱۸,در کعبه اگر دل سوی غیرست ترا    طاعت همه فسق و کعبه دیرست ترا    ور دل به خدا و ساکن میکده‌ای    می نوش که عاقبت بخیرست ترا,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۱۹,تا درد رسید چشم خونخوار ترا    خواهم که کشد جان من آزار ترا    یا رب که ز چشم زخم دوران هرگز    دردی نرسد نرگس بیمار ترا,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۲۰,در دیده بجای خواب آبست مرا    زیرا که بدیدنت شتابست مرا    گویند بخواب تا به خواب‌ش بینی    ای بیخبران چه جای خوابست مرا,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۲۱,آن رشته که قوت روانست مرا    آرامش جان ناتوانست مرا    بر لب چو کشی جان کشدم از پی آن    پیوند چو با رشتهٔ جانست مرا,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۲۲,یا رب ز کرم دری برویم بگشا    راهی که درو نجات باشد بنما    مستغنیم از هر دو جهان کن به کرم    جز یاد تو هر چه هست بر از دل ما,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۲۳,ای دلبر ما مباش بی دل بر ما    یک دلبر ما به که دو صد دل بر ما    نه دل بر ما نه دلبر اندر بر ما    یا دل بر ما فرست یا دلبر ما,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۲۴,آن عشق که هست جزء لاینفک ما    حاشا که شود به عقل ما مدرک ما    خوش آنکه ز نور او دمد صبح یقین    ما را برهاند ز ظلام شک ما,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۲۵,ای کرده غمت غارت هوش دل ما    درد تو شده خانه فروش دل ما    رمزی که مقدسان ازو محرومند    عشق تو مر او گفت به گوش دل ما,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۲۶,مستغرق نیل معصیت جامهٔ ما    مجموعهٔ فعل زشت هنگامهٔ ما    گویند که روز حشر شب می‌نشود    آنجا نگشایند مگر نامهٔ ما,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۲۷,مهمان تو خواهم آمدن جانانا    متواریک و ز حاسدان پنهانا    خالی کن این خانه، پس مهمان آ    با ما کس را به خانه در منشانا,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۲۸,من دوش دعا کردم و باد آمینا    تا به شود آن دو چشم بادامینا    از دیدهٔ بدخواه ترا چشم رسید    در دیدهٔ بدخواه تو بادامینا,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۲۹,گه میگردم بر آتش هجر کباب    گه سر گردان بحر غم همچو حباب    القصه چو خار و خس درین دیر خراب    گه بر سر آتشم گهی بر سر آب,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۳۰,در رفع حجب کوش نه در جمع کتب    کز جمع کتب نمی‌شود رفع حجب    در طی کتب بود کجا نشهٔ حب    طی کن همه را بگو الی الله اتب,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۳۱,بر تافت عنان صبوری از جان خراب    شد همچو ر کاب حلقه چشم از تب و تاب    دیگر چو عنان نپیچم از حکم تو سر    گر دولت پابوس تو یابم چو رکاب,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۳۲,کارم همه ناله و خروشست امشب    نی‌صبر پدیدست و نه هو شست امشب    دوشم خوش بود ساعتی پنداری    کفارهٔ خوشدلی دوشست امشب,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۳۳,از چرخ فلک گردش یکسان مطلب    وز دور زمانه عدل سلطان مطلب    روزی پنج در جهان خواهی بود    آزار دل هیچ مسلمان مطلب,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۳۴,بیطاعت حق بهشت و رضوان مطلب    بی‌خاتم دین ملک سلیمان مطلب    گر منزلت هر دو جهان میخواهی    آزار دل هیچ مسلمان مطلب,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۳۵,ای ذات و صفات تو مبرا زعیوب    یک نام ز اسماء تو علام غیوب    رحم آر که عمر و طاقتم رفت بباد    نه نوح بود نام مرا نه ایوب,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۳۶,ای آینه حسن تو در صورت زیب    گرداب هزار کشتی صبر و شکیب    هر آینه‌ای که غیر حسن تو بود    خواند خردش سراب صحرای فریب,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۳۷,تا زلف تو شاه گشت و رخسار تو تخت    افکند دلم برابر تخت تو رخت    روزی بینی مرا شده کشتهٔ بخت    حلقم شده در حلقهٔ سیمین تو سخت,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۳۸,تا پای تو رنجه گشت و با درد بساخت    مسکین دل رنجور من از درد گداخت    گویا که ز روز گار دردی دارد    این درد که در پای تو خود را انداخت,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۳۹,مجنون تو کوه را ز صحرا نشناخت    دیوانهٔ عشق تو سر از پا نشناخت    هر کس بتو ره یافت ز خود گم گردید    آنکس که ترا شناخت خود را نشناخت,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۴۰,آنروز که آتش محبت افروخت    عاشق روش سوز ز معشوق آموخت    از جانب دوست سرزد این سوز و گداز    تا در نگرفت شمع پروانه نسوخت,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۴۱,دیشب که دلم ز تاب هجران میسوخت    اشکم همه در دیدهٔ گریان میسوخت    میسوختم آنچنانکه غیر از دل تو    بر من دل کافر و مسلمان میسوخت,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۴۲,عشق آمد و گرد فتنه بر جانم بیخت    عقلم شد و هوش رفت و دانش بگریخت    زین واقعه هیچ دوست دستم نگرفت    جز دیده که هر چه داشت بر پایم ریخت,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۴۳,شیرین دهنی که از لبش جان میریخت    کفرش ز سر زلف پریشان میریخت    گر شیخ به کفر زلف او ره می‌برد    خاک ره او بر سر ایمان می‌ریخت,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۴۴,عشق آمد و خاک محنتم بر سر ریخت    زان برق بلا به خرمنم اخگر ریخت    خون در دل و ریشهٔ تنم سوخت چنان    کز دیده بجای اشک خاکستر ریخت,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۴۵,میرفتم و خون دل براهم میریخت    دوزخ دوزخ شرر ز آهم میریخت    می‌آمدم از شوق تو بر گلشن کون    دامن دامن گل از گناهم میریخت,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۴۶,از کفر سر زلف وی ایمان میریخت    وز نوش لبش چشمهٔ حیوان میریخت    چون کبک خرامنده بصد رعنایی    میرفت و ز خاک قدمش جان میریخت,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۴۷,از نخل ترش بار چو باران میریخت    وز صفحهٔ رخ گل بگریبان میریخت    از حسرت خاکپای آن تازه نهال    سیلاب ز چشم آب حیوان میریخت,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۴۸,ایدل چو فراقش رگ جان بگشودت    منمای بکس خرقهٔ خون آلودت    می‌نال چنانکه نشنوند آوازت    می‌سوز چنانکه برنیاید دودت,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۴۹,آن یار که عهد دوستداری بشکست    میرفت و منش گرفته دامن در دست    می‌گفت دگر باره به خواب‌م بینی    پنداشت که بعد ازو مرا خوابی هست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۵۰,از بار گنه شد تن مسکینم پست    یا رب چه شود اگر مرا گیری دست    گر در عملم آنچه ترا شاید نیست    اندر کرمت آنچه مرا باید هست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۵۱,از کعبه رهیست تا به مقصد پیوست    وز جانب میخانه رهی دیگر هست    اما ره میخانه ز آبادانی    راهیست که کاسه می‌رود دست بدست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۵۲,تیری ز کمانخانه ابروی تو جست    دل پرتو وصل را خیالی بر بست    خوشخوش زدلم گذشت و میگفت بناز    ما پهلوی چون تویی نخواهیم نشست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۵۳,چون نیست ز هر چه هست جز باد بدست    چون هست ز هر چه نیست نقصان و شکست    انگار که هر چه هست در عالم نیست    پندار که هر چه نیست در عالم هست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۵۴,دی طفلک خاک بیز غربال بدست    میزد بدو دست و روی خود را می‌خست    میگفت به های‌های کافسوس و دریغ    دانگی بنیافتیم و غربال شکست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۵۵,کردم توبه، شکستیش روز نخست    چون بشکستم بتوبه‌ام خواندی چست    القصه زمام توبه‌ام در کف تست    یکدم نه شکسته‌اش گذاری نه درست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۵۶,آزادی و عشق چون همی نامد راست    بنده شدم و نهادم از یکسو خواست    زین پس چونان که داردم دوست رواست    گفتار و خصومت از میانه برخاست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۵۷,خیام تنت بخیمه میماند راست    سلطان روحست و منزلش دار بقاست    فراش اجل برای دیگر منزل    از پافگند خیمه چو سلطان برخاست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۵۸,هر چند بطاعت تو عصیان و خطاست    زین غم نکشی که گشتن چرخ بلاست    گر خسته‌ای از کثرت طغیان گناه    مندیش که ناخدای این بحر خداست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۵۹,من بندهٔ عاصیم رضای تو کجاست    تاریک دلم نور و صفای تو کجاست    ما را تو بهشت اگر به طاعت بخشی    این بیع بود لطف و عطای تو کجاست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۶۰,گر طالب راه حق شوی ره پیداست    او راست بود با تو، تو گر باشی راست    وانگه که به اخلاص و درون صافی    او را باشی بدان که او نیز تراست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۶۱,غم عاشق سینهٔ بلا پرور ماست    خون در دل آرزو ز چشم ترماست    هان غیر، اگر حریف مایی پیش آی    کالماس بجای باده در ساغر ماست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۶۲,ما کشتهٔ عشقیم و جهان مسلخ ماست    ما بیخور و خوابیم و جهان مطبخ ماست    ما را نبود هوای فردوس از آنک    صدمرتبه بالاتر از آن دوزخ ماست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۶۳,یا رب غم آنچه غیر تو در دل ماست    بردار که بیحاصلی از حاصل ماست    الحمد که چون تو رهنمایی داریم    کز گمشدگانیم که غم منزل ماست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۶۴,یاد تو شب و روز قرین دل ماست    سودای دلت گوشه نشین دل ماست    از حلقهٔ بندگیت بیرون نرود    تا نقش حیات در نگین دل ماست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۶۵,گردون کمری ز عمر فرسودهٔ ماست    دریا اثری ز اشک آلودهٔ ماست    دوزخ شرری ز رنج بیهودهٔ ماست    فردوس دمی ز وقت آسودهٔ ماست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۶۶,دوزخ شرری ز آتش سینهٔ ماست    جنت اثری زین دل گنجینهٔ ماست    فارغ ز بهشت و دوزخ ای دل خوش باش    با درد و غمش که یار دیرینهٔ ماست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۶۷,عصیان خلایق ارچه صحرا صحراست    در پیش عنایت تو یک برگ گیاست    هرچند گناه ماست کشتی کشتی    غم نیست که رحمت تو دریا دریاست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۶۸,آن آتش سوزنده که عشقش لقبست    در پیکر کفر و دین چو سوزنده تبست    ایمان دگر و کیش محبت دگرست    پیغمبر عشق نه عجم نه عربست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۶۹,از ما همه عجز و نیستی مطلوبست    هستی و توابعش زما منکوبست    این اوست پدید گشته در صورت ما    این قدرت و فعل از آن بمامنسو بست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۷۰,گویند دل آیینهٔ آیین عجبست    دوری رخ شاهدان خودبین عجبست    در آینه روی شاهدان نیست عجب    خود شاهد و خود آینه‌اش این عجبست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۷۱,گر سبحهٔ صد دانه شماری خوبست    ور جام می از کف نگذاری خوبست    گفتی چه کنم چه تحفه آرم بر دوست    بی‌درد میا هر آنچه آری خوبست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۷۲,پیوسته ز من کشیده دامن دل تست    فارغ ز من سوخته خرمن دل تست    گر عمر وفا کند من از تو دل خویش    فارغ‌تر از آن کنم که از من دل تست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۷۳,دل کیست که گویم از برای غم تست    یا آنکه حریم تن سرای غم تست    لطفیست که میکند غمت با دل من    ورنه دل تنگ من چه جای غم تست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۷۴,ای دل غم عشق از برای من و تست    سر بر خط او نه که سزای من و تست    تو چاشنی درد ندانی ورنه    یکدم غم دوست خونبهای من و تست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۷۵,ناکامیم ای دوست ز خودکامی تست    وین سوختگیهای من از خامی تست    مگذار که در عشق تو رسوا گردم    رسوایی من باعث بدنامی تست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۷۶,اسرار ملک بین که بغول افتادست    وان سکهٔ زر بین که بپول افتادست    وان دست برافشاندن مردان زد و کون    اکنون بترانهٔ کچول افتادست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۷۷,ای حیدر شهسوار وقت مددست    ای زبدهٔ هشت و چار وقت مددست    من عاجزم از جهان و دشمن بسیار    ای صاحب ذوالفقار وقت مددست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۷۸,عشقم که بهر رگم غمی پیوندست    دردم که دلم بدرد حاجتمندست    صبرم که بکام پنجهٔ شیرم هست    شکرم که مدام خواهشم خرسندست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۷۹,نقاش رخت ز طعنها آسودست    کز هر چه تمام‌تر بود بنمودست    رخسار و لبت چنانکه باید بودست    گویی که کسی برزو فرمودست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۸۰,در عالم اگر فلک اگر ماه و خورست    از بادهٔ مستی تو پیمانه خورست    فارغ زجهانی و جهان غیر تو نیست    بیرون زمکانی و مکان از تو پرست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۸۱,سوفسطایی که از خرد بی‌خبرست    گوید عالم خیالی اندر گذرست    آری عالم همه خیالیست ولی    پیوسته حقیقتی درو جلوه گرست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۸۲,پی در گاوست و گاو در کهسارست    ماهی سریشمین بدریا بارست    بز در کمرست و توز در بلغارست    زه کردن این کمان بسی دشوارست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۸۳,ای برهمن آن عذار چون لاله پرست    رخسار نگار چارده ساله پرست    گر چشم خدای بین نداری باری    خورشید پرست شو نه گوساله پرست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۸۴,آلودهٔ دنیا جگرش ریش ترست    آسوده‌ترست هر که درویش ترست    هر خر که برو زنگی و زنجیری هست    چون به نگری بار برو بیش ترست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۸۵,یا رب سبب حیات حیوان بفرست    وز خون کرم نعمت الوان بفرست    از بهر لب تشنهٔ طفلان نبات    از سینهٔ ابر شیر باران بفرست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۸۶,یا رب تو زمانه را دلیلی بفرست    نمرودانرا پشه چو پیلی بفرست    فرعون صفتان همه زبردست شدند    موسی و عصا و رود نیلی بفرست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۸۷,ای خالق خلق رهنمایی بفرست    بر بندهٔ بی‌نوا نوایی بفرست    کار من بیچاره گره در گرهست    رحمی بکن و گره گشایی بفرست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۸۸,ما را بجز این جهان جهانی دگرست    جز دوزخ و فردوس مکانی دگرست    قلاشی و عاشقیش سرمایهٔ ماست    قوالی و زاهدی از آنی دگرست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۸۹,سرمایهٔ عمر آدمی یک نفسست    آن یک نفس از برای یک همنفسست    با همنفسی گر نفسی بنشینی    مجموع حیات عمر آن یک نفسست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۹۰,گفتی که فلان ز یاد ما خاموشست    از بادهٔ عشق دیگری مدهوشست    شرمت بادا هنوز خاک در تو    از گرمی خون دل من در جوشست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۹۱,راه تو بهر روش که پویند خوشست    وصل تو بهر جهت که جویند خوشست    روی تو بهر دیده که بینند نکوست    نام تو بهر زبان که گویند خوشست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۹۲,دل رفت بر کسیکه سیماش خوشست    غم خوش نبود ولیک غمهاش خوشست    جان میطلبد نمیدهم روزی چند    در جان سخنی نیست، تقاضاش خوشست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۹۳,دل بر سر عهد استوار خویشست    جان در غم تو بر سر کار خویشست    از دل هوس هر دو جهانم بر خاست    الا غم تو که برقرار خویشست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۹۴,بر شکل بتان رهزن عشاق حقست    لا بل که عیان در همه آفاق حقست    چیزیکه بود ز روی تقلید جهان    والله که همان بوجه اطلاق حقست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۹۵,گریم زغم تو زار و گویی زرقست    چون زرق بود که دیده در خون غرقست    تو پنداری که هر دلی چون دل تست    نی‌نی صنما میان دلها فرقست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۹۶,گنجم چو گهر در دل گنجینه شکست    رازم همه در سینهٔ بی کینه شکست    هر شعلهٔ آرزو که از جان برخاست    چون پارهٔ آبگینه در سینه شکست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۹۷,آنشب که مر از وصلت ای مه رنگست    بالای شبم کوته و پهنا تنگست    و آنشب که ترا با من مسکین جنگست    شب کور و خروس گنک و پروین لنگست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۹۸,دور از تو فضای دهر بر من تنگست    دارم دلکی که زیر صد من سنگست    عمریست که مدتش زمانرا عارست    جانیست که بردنش اجلرا ننگست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۹۹,کردیم هر آن حیله که عقل آن دانست    تا بو که توان راه به جانان دانست    ره می‌نبریم وهم طمع می‌نبریم    نتوان دانست بو که نتوان دانست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۱۰۰,نردیست جهان که بردنش باختنست    نرادی او بنقش کم ساختنست    دنیا بمثل چو کعبتین نردست    برداشتنش برای انداختنست,poems/ابوسعید ابوالخیر.csv
ابوسعید ابوالخیر,5,رباعیات,رباعی شمارهٔ ۱۰۱,آواز در آمد بنگر یار منست    من خود دانم کرا غم کار منست    سیصد گل سرخ بر رخ یار منست    خیزم بچنم که گل چدن کار منست,poems/ابوسعید ابوالخیر.csv
